process	tag	realtime	%cpu	%mem	rss	peak_rss	peak_vmem	duration	memory
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2	3.4s	67.1%	0.1%	205.1 MB	205.1 MB	304.9 MB	33.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4	3.1s	71.6%	0.1%	200.9 MB	200.9 MB	300.2 MB	31.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5	2.8s	72.5%	0.1%	201.7 MB	201.7 MB	301.8 MB	29.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_3-diablo-null	3.5s	73.9%	0.1%	152.3 MB	152.3 MB	255.1 MB	26.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_3-diablo-full	3.4s	72.7%	0.1%	152.3 MB	152.3 MB	255 MB	24.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1-diablo-full	3.4s	73.0%	0.1%	152.3 MB	152.3 MB	255.1 MB	21.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2-diablo-full	3.4s	73.6%	0.1%	152.3 MB	152.3 MB	255.1 MB	19.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1-diablo-null	3.4s	73.8%	0.1%	152.2 MB	152.2 MB	255 MB	17.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	21m 38s	280.5%	0.6%	1.1 GB	1.1 GB	2.3 GB	22m 3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4-diablo-full	3.9s	69.5%	0.1%	244.7 MB	244.7 MB	538.3 MB	44.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4-diablo-null	3.9s	73.9%	0.1%	244.6 MB	244.6 MB	538.3 MB	42.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5-diablo-full	3.5s	73.3%	0.1%	152.2 MB	152.2 MB	255.1 MB	39.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5-diablo-null	3.5s	72.8%	0.1%	152.3 MB	152.3 MB	255 MB	37.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_1	5.2s	53.1%	0.4%	734 MB	734 MB	8.4 GB	35s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4	5s	52.9%	0.4%	743.3 MB	743.3 MB	8.5 GB	32.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4	9.1s	78.2%	0.2%	442.6 MB	442.6 MB	569.7 MB	23.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_2	8.9s	79.6%	0.2%	442.6 MB	442.6 MB	569.7 MB	20.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3	7.8s	82.3%	0.2%	438.9 MB	438.9 MB	562.7 MB	18.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_1	7.8s	82.5%	0.2%	438.7 MB	438.7 MB	562.7 MB	16s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_3	5.1s	53.3%	0.4%	735.6 MB	735.6 MB	8.4 GB	1m	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5	5s	52.9%	0.4%	718.8 MB	718.8 MB	8.4 GB	57.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_5	8.3s	80.6%	0.2%	442.5 MB	442.5 MB	569.7 MB	43.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3-rgcca	5s	76.0%	0.1%	221.9 MB	221.9 MB	318.3 MB	40.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_2-rgcca	4.7s	72.7%	0.1%	248.7 MB	248.7 MB	408.4 MB	38.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4	2.8s	73.0%	0.1%	201.6 MB	201.6 MB	301.8 MB	36.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3	3.2s	69.6%	0.1%	196.5 MB	196.5 MB	287.2 MB	33.8s	6 GB
