method_name,dataset,fold,accuracy,balanced_accuracy,precision,average_precision_score,recall,f1_score,auc,log_loss,phi_coefficient
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.45,0.45,0.447,0.478,0.42,0.433,0.458,19.824,-0.1
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.5,0.5,0.5,0.5,0.48,0.49,0.511,18.022,0.0
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.5,0.5,0.5,0.5,0.44,0.468,0.555,18.022,0.0
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.41,0.41,0.404,0.464,0.38,0.392,0.41,21.266,-0.18
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.43,0.43,0.426,0.47,0.4,0.412,0.439,20.545,-0.14
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.58,0.58,0.58,0.546,0.58,0.58,0.591,15.138,0.16
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.56,0.56,0.552,0.533,0.64,0.593,0.535,15.859,0.122
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,0.96,0.96,0.942,0.933,0.98,0.961,0.992,1.442,0.921
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,0.9,0.9,0.976,0.89,0.82,0.891,0.965,3.604,0.81
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.94,0.94,0.94,0.914,0.94,0.94,0.98,2.163,0.88
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.93,0.93,0.939,0.904,0.92,0.929,0.948,2.523,0.86
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,0.91,0.91,0.902,0.87,0.92,0.911,0.984,3.244,0.82
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.97,0.97,0.961,0.952,0.98,0.97,0.996,1.081,0.94
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.95,0.95,0.979,0.94,0.92,0.948,0.994,1.802,0.902
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.91,0.91,0.902,0.87,0.92,0.911,0.987,3.244,0.82
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,0.95,0.95,1.0,0.95,0.9,0.947,0.95,1.802,0.905
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,0.96,0.96,0.942,0.933,0.98,0.961,0.993,1.442,0.921
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,0.9,0.9,0.976,0.89,0.82,0.891,0.972,3.604,0.81
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,0.97,0.97,0.961,0.952,0.98,0.97,0.998,1.081,0.94
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.85,0.85,0.872,0.805,0.82,0.845,0.928,5.407,0.701
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,0.92,0.92,0.904,0.88,0.94,0.922,0.969,2.883,0.841
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.89,0.89,0.882,0.844,0.9,0.891,0.964,3.965,0.78
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.5,0.5,0.5,0.5,0.8,0.615,0.68,18.022,0.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.2,0.2,0.286,0.414,0.4,0.333,0.34,28.835,-0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.8,0.8,0.8,0.74,0.8,0.8,0.96,7.209,0.6
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.4,0.4,0.429,0.457,0.6,0.5,0.54,21.626,-0.218
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.8,0.8,1.0,0.8,0.6,0.75,0.78,7.209,0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.6,0.6,0.6,0.56,0.6,0.6,0.64,14.417,0.2
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.7,0.7,0.667,0.633,0.8,0.727,0.72,10.813,0.408
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,0.96,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.9,0.9,1.0,0.9,0.8,0.889,0.84,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.5,0.5,0.5,0.5,0.2,0.286,0.6,18.022,0.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.8,0.8,1.0,0.8,0.6,0.75,0.68,7.209,0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.6,0.6,0.6,0.56,0.6,0.6,0.54,14.417,0.2
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,0.88,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.5,0.5,0.5,0.5,0.2,0.286,0.58,18.022,0.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.8,0.8,0.714,0.714,1.0,0.833,0.82,7.209,0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.4,0.4,0.4,0.46,0.4,0.4,0.32,21.626,-0.2
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_2,0.8,0.8,0.8,0.74,0.8,0.8,0.72,7.209,0.6
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_3,0.7,0.7,0.625,0.625,1.0,0.769,0.68,10.813,0.5
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_4,0.2,0.2,0.0,0.5,0.0,0.0,0.22,28.835,-0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_5,0.9,0.9,1.0,0.9,0.8,0.889,0.94,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_1,0.6,0.6,0.571,0.557,0.8,0.667,0.58,14.417,0.218
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.5,0.5,0.0,0.5,0.0,0.0,0.2,18.022,0.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.6,0.6,0.571,0.557,0.8,0.667,0.68,14.417,0.218
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.3,0.3,0.375,0.425,0.6,0.462,0.34,25.231,-0.5
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.6,0.6,0.6,0.56,0.6,0.6,0.7,14.417,0.2
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.6,0.6,0.571,0.557,0.8,0.667,0.38,14.417,0.218
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.5,0.5,0.5,0.5,0.4,0.444,0.64,18.022,0.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.5,0.5,0.5,0.5,0.8,0.615,0.44,18.022,0.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.4,0.4,0.4,0.46,0.4,0.4,0.4,21.626,-0.2
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.7,0.7,1.0,0.7,0.4,0.571,0.64,10.813,0.5
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,0.88,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.8,0.8,0.714,0.714,1.0,0.833,1.0,7.209,0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,0.9,0.9,1.0,0.9,0.8,0.889,1.0,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.9,0.9,1.0,0.9,0.8,0.889,0.98,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.8,0.8,1.0,0.8,0.6,0.75,0.84,7.209,0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,1.0,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,0.8,0.8,0.714,0.714,1.0,0.833,1.0,7.209,0.655
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,0.9,0.9,1.0,0.9,0.8,0.889,0.96,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,0.9,3.604,0.816
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
sgcca,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.5,0.5,0.5,0.5,0.2,0.286,0.64,18.022,0.0
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.7,0.707,0.778,0.695,0.636,0.7,0.838,10.813,0.414
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.677,0.667,0.656,0.909,0.769,0.667,10.813,0.406
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.85,0.843,0.833,0.808,0.909,0.87,0.909,5.407,0.698
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.45,0.429,0.5,0.518,0.636,0.56,0.586,19.824,-0.154
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.652,0.7,0.645,0.636,0.667,0.687,12.615,0.302
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.479,0.375,0.391,0.375,0.375,0.417,18.022,-0.042
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.55,0.5,0.4,0.4,0.25,0.308,0.646,16.22,0.0
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.596,0.556,0.509,0.556,0.556,0.606,14.417,0.192
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.65,0.641,0.625,0.547,0.556,0.588,0.687,12.615,0.287
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.697,0.667,0.594,0.667,0.667,0.662,10.813,0.394
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.458,0.571,0.581,0.667,0.615,0.594,18.022,-0.089
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.583,0.667,0.644,0.667,0.667,0.573,14.417,0.167
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.75,0.729,0.769,0.741,0.833,0.8,0.667,9.011,0.471
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.75,0.708,0.733,0.722,0.917,0.815,0.729,9.011,0.471
sgcca,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.45,0.375,0.529,0.547,0.75,0.621,0.479,19.824,-0.343
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.484,0.636,0.643,0.538,0.583,0.374,18.022,-0.032
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.55,0.456,0.625,0.631,0.769,0.69,0.5,16.22,-0.105
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.55,0.5,0.6,0.6,0.75,0.667,0.578,16.22,0.0
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.5,0.6,0.6,1.0,0.75,0.609,14.417,0.0
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.5,0.6,0.6,1.0,0.75,0.688,14.417,0.0
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.45,0.45,0.444,0.478,0.4,0.421,0.26,19.824,-0.101
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.35,0.35,0.286,0.457,0.2,0.235,0.4,23.428,-0.314
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.45,0.45,0.429,0.479,0.3,0.353,0.56,19.824,-0.105
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.5,0.5,0.5,0.4,0.444,0.61,18.022,0.0
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.662,0.583,0.554,0.778,0.667,0.722,12.615,0.328
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.475,0.4,0.439,0.222,0.286,0.424,18.022,-0.058
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.45,0.409,0.0,0.45,0.0,0.0,0.5,19.824,-0.302
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.35,0.312,0.143,0.368,0.125,0.133,0.396,23.428,-0.385
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.542,0.5,0.425,0.25,0.333,0.547,14.417,0.102
sgcca,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.4,0.333,0.0,0.4,0.0,0.0,0.365,21.626,-0.408
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.65,0.636,0.595,0.7,0.667,0.78,12.615,0.302
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.8,0.8,0.8,0.74,0.8,0.8,0.83,7.209,0.6
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.8,0.8,0.8,0.74,0.8,0.8,0.89,7.209,0.6
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.7,0.7,0.643,0.629,0.9,0.75,0.88,10.813,0.436
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.85,0.843,0.833,0.808,0.909,0.87,0.939,5.407,0.698
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.45,0.45,0.455,0.477,0.5,0.476,0.42,19.824,-0.101
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.4,0.4,0.333,0.467,0.2,0.25,0.47,21.626,-0.218
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.6,0.625,0.562,0.5,0.556,0.62,14.417,0.204
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.586,0.571,0.504,0.444,0.5,0.652,14.417,0.179
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.45,0.449,0.4,0.428,0.444,0.421,0.556,19.824,-0.101
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.25,0.229,0.111,0.364,0.125,0.118,0.281,27.033,-0.533
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.8,0.771,0.833,0.671,0.625,0.714,0.807,7.209,0.579
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.542,0.5,0.425,0.25,0.333,0.474,14.417,0.102
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.45,0.417,0.286,0.371,0.25,0.267,0.5,19.824,-0.171
sgcca,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.542,0.5,0.425,0.25,0.333,0.573,14.417,0.102
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.69,0.69,0.706,0.649,0.692,0.699,0.715,11.174,0.38
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.64,0.64,0.647,0.599,0.647,0.647,0.72,12.976,0.28
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.706,0.648,0.706,0.706,0.807,10.813,0.4
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.77,0.769,0.741,0.705,0.843,0.789,0.826,8.29,0.544
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.61,0.61,0.615,0.576,0.627,0.621,0.667,14.057,0.219
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.65,0.646,0.589,0.633,0.639,0.711,12.615,0.299
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.61,0.609,0.609,0.558,0.571,0.589,0.598,14.057,0.219
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.67,0.67,0.667,0.605,0.653,0.66,0.765,11.894,0.34
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.52,0.52,0.526,0.511,0.4,0.455,0.581,17.301,0.041
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.68,0.68,0.68,0.622,0.68,0.68,0.687,11.534,0.36
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.66,0.66,0.638,0.602,0.74,0.685,0.711,12.255,0.324
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.58,0.58,0.569,0.546,0.66,0.611,0.65,15.138,0.162
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.706,0.648,0.706,0.706,0.751,10.813,0.4
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.52,0.522,0.538,0.522,0.412,0.467,0.587,17.301,0.046
sgcca,sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.59,0.59,0.596,0.562,0.608,0.602,0.627,14.778,0.179
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.52,0.519,0.512,0.5,0.449,0.478,0.554,17.301,0.038
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.62,0.619,0.622,0.566,0.571,0.596,0.663,13.697,0.239
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.65,0.65,0.64,0.588,0.653,0.646,0.679,12.615,0.3
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.65,0.651,0.623,0.578,0.688,0.653,0.685,12.615,0.303
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.59,0.588,0.578,0.533,0.542,0.559,0.643,14.778,0.177
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.57,0.57,0.564,0.539,0.62,0.59,0.649,15.499,0.141
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.67,0.67,0.673,0.614,0.66,0.667,0.701,11.894,0.34
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.77,0.77,0.745,0.701,0.82,0.781,0.823,8.29,0.543
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.64,0.64,0.667,0.593,0.56,0.609,0.72,12.976,0.284
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.66,0.661,0.689,0.619,0.608,0.646,0.727,12.255,0.324
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.639,0.657,0.559,0.5,0.568,0.679,12.615,0.29
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.56,0.551,0.543,0.499,0.404,0.463,0.532,15.859,0.107
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.5,0.498,0.468,0.469,0.468,0.468,0.523,18.022,-0.004
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.59,0.582,0.583,0.521,0.447,0.506,0.634,14.778,0.17
sgcca,sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.67,0.672,0.635,0.586,0.702,0.667,0.714,11.894,0.343
